Title,Company,Location,Date Posted,Job Link,Job Description,Email,Similarity Percentage
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/data-engineers-irc224640-at-globallogic-4007707720?position=5&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=lR4HkRun%2FkmFSeG8%2FvPMdw%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Data Engineer: Data Platforms,IBM,"Delhi, Delhi, India",7 hours ago,https://in.linkedin.com/jobs/view/data-engineer-data-platforms-at-ibm-3971725400?position=6&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=IG6nJaSYwOko2jLbM135ZA%3D%3D&trk=public_jobs_jserp-result_search-card,"Introduction

In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.

A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.

You'll work with visionaries across multiple industries to improve the hybrid cloud and Al journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.

Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you'll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.

Your Role and Responsibilities


Python/Spark/Scala experience AWS experienced will be added advantage. Professional hand-on experience in scala/python
Having around 4 to 6 years of experience with excellent coding skills in Java programming language.
Having knowledge(or hands on experiance) of big data platform and frameworks is good to have.
Candidate should have excellent code understanding skills where in should be able to read opensource code (Trino)and build optimizations or improvements on top of it.
Working experience in Presto/Trino is a great advantage.
Knowledge in Elastic Search , Grafana will be good to have.
Experience working under Agile methodology.


Required Technical and Professional Expertise


Intuitive individual with an ability to manage change and proven time management
Proven interpersonal skills while contributing to team effort by accomplishing related results as needed
Up-to-date technical knowledge by attending educational workshops, reviewing publications


Preferred Technical And Professional Expertise


Having around 4 to 6 years of experience with excellent coding skills in Java programming language.
Having knowledge(or hands on experiance) of big data platform and frameworks is good to have.
Candidate should have excellent code understanding skills where in should be able to read opensource code (Trino)and build optimizations or improvements on top of it.


About Business Unit

IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.

This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",,0
Senior Data Engineer,Saras Analytics,"Hyderabad, Telangana, India",1 hour ago,https://in.linkedin.com/jobs/view/senior-data-engineer-at-saras-analytics-4009946637?position=7&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=ijAuM8fFqcWLzV%2FEO7mAHA%3D%3D&trk=public_jobs_jserp-result_search-card,"About Saras Analytics:

We are an ecommerce focused end to end data analytics firm assisting enterprises & brands in data driven decision making to maximize business value. Our suite of work spans extraction, transformation, visualization & analysis of data delivered via industry leading products, solutions & services. Our flagship product is Daton, an ETL tool. We have now ventured into building exciting ease of use data visualization solutions on top of Daton. And lastly, we have a world class data team which understands the story the numbers are telling and articulates the same to CXOs thereby creating value.

Where we are Today:

We are a boot strapped, profitable & fast growing (2x y-o-y) startup with old school value systems. We play in a very exciting space which is intersection of data analytics & ecommerce both of which are game changers. Today, the global economy faces headwinds forcing companies to downsize, outsource & offshore creating strong tail winds for us. We are an employee first company valuing talent & encouraging talent and live by those values at all stages of our work without comprising on the value we create for our customers. We strive to make Saras a career and not a job for talented folks who have chosen to work with us.

The Role:

We are seeking a seasoned and proficient Senior Python Data Engineer with substantial experience in cloud technologies. As a pivotal member of our data engineering team, you will play a crucial role in designing, implementing, and optimizing data pipelines, ensuring seamless integration with cloud platforms. The ideal candidate will possess a strong command of Python, data engineering principles, and a proven track record of successful implementation of scalable solutions in cloud environments.

Responsibilities:

Data Pipeline Development:
Design, develop, and maintain scalable and efficient data pipelines using Python and cloud-based technologies.
Implement Extract, Transform, Load (ETL) processes to seamlessly move data from diverse sources into our cloud-based data warehouse.
Cloud Integration:
Utilize cloud platforms (e.g., Google Cloud, AWS, Azure) to deploy, manage, and optimize data engineering solutions.
Leverage cloud-native services for storage, processing, and analysis of large datasets.
Data Modelling and Architecture:
Collaborate with data scientists, analysts, and other stakeholders to design effective data models that align with business requirements.
Ensure the scalability, reliability, and performance of the overall data infrastructure on cloud platforms.
Optimization and Performance:
Continuously optimize data processes for improved performance, scalability, and cost-effectiveness in a cloud environment.
Monitor and troubleshoot issues, ensuring timely resolution and minimal impact on data availability.
Quality Assurance:
Implement data quality checks and validation processes to ensure the accuracy and completeness of data in the cloud-based data warehouse.
Collaborate with cross-functional teams to identify and address data quality issues.
Collaboration and Communication:
Work closely with data scientists, analysts, and other teams to understand data requirements and provide technical support.
Collaborate with other engineering teams to seamlessly integrate data engineering solutions into larger cloud-based systems.
Documentation:
Create and maintain comprehensive documentation for data engineering processes, cloud architecture, and pipelines.

Technical Skills:

Programming Languages: Proficiency in Python for data engineering tasks, scripting, and automation.
Data Engineering Technologies:
Extensive experience with data engineering frameworks like distributed data processing.
Understanding and hands-on experience with workflow management tools like Apache Airflow.
Cloud Platforms:
In-depth knowledge and hands-on experience with at least one major cloud platform: AWS, Azure, or Google Cloud.
Familiarity with cloud-native services for data processing, storage, and analytics.
ETL Processes: Proven expertise in designing and implementing Extract, Transform, Load (ETL) processes.
SQL and Databases: Proficient in SQL with experience in working with relational databases (e.g., PostgreSQL, MySQL) and cloud-based database services.
Data Modeling: Strong understanding of data modeling principles and experience in designing effective data models.
Version Control: Familiarity with version control systems, such as Git, for tracking changes in code and configurations.
Collaboration Tools: Experience using collaboration and project management tools for effective communication and project tracking.
Containerization and Orchestration: Familiarity with containerization technologies (e.g., Docker) and orchestration tools (e.g., Kubernetes).
Monitoring and Troubleshooting: Ability to implement monitoring solutions and troubleshoot issues in data pipelines.
Data Quality Assurance: Experience in implementing data quality checks and validation processes.
Agile Methodologies: Familiarity with agile development methodologies and practices.

Soft Skills:

Strong problem-solving and critical-thinking abilities.
Excellent communication skills, both written and verbal.
Ability to work collaboratively in a cross-functional team environment.
Attention to detail and commitment to delivering high-quality solutions.

If you possess the required technical skills and are passionate about leveraging cloud technologies for data engineering, we encourage you to apply. Please submit your resume and a cover letter highlighting your technical expertise and relevant experience.",,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/sr-data-engineer-at-advarra-3908290812?position=8&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=%2BQxwDa2KNKHG3ui4PJR84Q%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Data & Analytics Reporting Engineer,Varian,"Pune, Maharashtra, India",2 hours ago,https://in.linkedin.com/jobs/view/data-analytics-reporting-engineer-at-varian-3991391057?position=9&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=n32bwEOtFCYBDlQZCNj1DQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Together, we can beat cancer.

At Varian, a Siemens Healthineers Company, we bring together the world's best talent to realize our vision of a world without fear of cancer. Together, we work passionately to develop and deliver easy-to-use, efficient oncology solutions.

We are part of an incredible community of scientists, clinicians, developers, researchers, professionals, and skilled specialists pushing the boundaries of what’s possible, to improve people’s lives around the world. We embrace a culture of inclusivity in which the power and potential of every individual can be unleashed. We spark ideas that lead to positive impact and continued success.

If you want to be part of this important mission, we want to hear from you.

Roles And Responsibilities

Review and integrate all data requirements, including functional, security, integration, performance, quality, and operations requirements as well as the technical architecture requirements.

Design, implement, and manage cloud-based solutions on Snowflake

Work with stakeholders to gather requirements and design solutions that meet their needs.

Develop and execute test plans for new solutions

Monitor and troubleshoot production systems

Stay up-to-date on the latest Snowflake features and services

Guide the team to handle configurations for multiple departments/groups within single environment stack

Review business requirements with Business Analysts. Performs requirements analysis, feasibility analysis, and gap analysis. Designs a working model.

Integrating technical functionality, ensuring data accessibility, accuracy, and security.

Conducting a continuous audit of data management system performance, refine whenever required, and report immediately any breach or loopholes to the partners.

Writes documentation. Crafts technical design documents from Business requirement documents, including Data Models, Mappings, and Pseudocode. Builds presentations or training documents. Creates knowledge store on steps involved in the implementation of BI.

Review issues related to SQL and PL/SQL. Solves problems or analyzes the issues related to BI reports to maintain data accuracy.

Managing end-to-end data architecture

Translate business goals challenges into data transformation and technology roadmaps and data architecture designs, as well as ensure all development within the Information Delivery team is within scope to set architecture patterns and designs.

Needs to coordinate and collaborate with users, business analysts, and developers in their day-to-day functions.

Skills Needed To Be Successful In This Role

Strong business analysis skills and ability to exercise judgment.

Ability to build innovative solutions to key business challenges.

Good communication written and verbal, presentation, and storytelling skills.

Eagerness to learn and develop self on an ongoing basis.

Proficiency in data modeling and design, including SQL development and administration.

Snowflake Exp Developer or Admin or Support with any cloud Experience with excellent process knowledge in any of the following areas: Finance, Supply Chain, Marketing, Sales, and Customer Service.

Minimum Qualifications

Bachelor's Degree in Computer Science or related IT field

5-6 years overall experience in Data and analytics domain

3+ years’ experience in Data Engineering and modeling

1+ years’ demonstrated ability with Snowflake

SQL/PL SQL experience

Preferred Qualifications

Certification with one or more of the following platforms, tools Snowflake, AWS, GCP, Azure, Snowflake, SAP, Oracle, Collibra.

Varian is required to comply with all local and applicable regulations that may be associated with vaccine requirements for certain roles.

Fighting cancer calls for big ideas.

We envision a world without fear of cancer. Achieving this vision takes dedication and commitment from all of us, every single day. That's why we celebrate and value the distinctly beautiful and intersectional identities of each of our employees. We are a mirror of our patient-base, which allows us to innovate. Big ideas come from everywhere, and the best ideas are fostered by our unique individual experiences. At Varian, we encourage you to bring your whole self to work and believe your bold and authentic perspective will help to power more victories over cancer.

#TogetherWeFight

Privacy Statement",,0
Sr. Data Engineer,Anblicks,"Hyderabad, Telangana, India",6 hours ago,https://in.linkedin.com/jobs/view/sr-data-engineer-at-anblicks-3936595448?position=10&pageNum=12&refId=NifYZoS2M5EZuQFExv%2BM7g%3D%3D&trackingId=IYRFATjSZGWzcXrvPDX7fA%3D%3D&trk=public_jobs_jserp-result_search-card,"We are looking for a highly skilled Data Engineer to join our innovations group, leading projects to build accelerators, Points of Views (POVs), Proof of Concepts (POCs), and research on emerging technologies.

Key Responsibilities

Design, develop and maintain innovative end-end data analytics business solutions & technology solutions
Work with data warehouses and data lakes, ensuring data is accurate, available, and easily accessible.
Implement ELT/ETL processes using industry-standard tools and best practices.
Collaborate with data scientists, analysts, and other stakeholders to ensure data needs are met.
Develop and maintain documentation for data processes, systems, and protocols.
Stay current with emerging technologies and industry trends, applying them to current and future projects.

Required Skills And Experience

Programming Languages: Strong knowledge of Python and SQL.
Data Warehousing: Clear understanding of data warehouse fundamentals, data modeling and ELT/ETL processes.
Snowflake: Experience working with or knowledge of Snowflake.
Big Data Technologies: Experience with Apache Spark, Azure Databricks, PySpark
Cloud Platforms: Hands-on experience with Azure, AWS or Databricks.
Analytics: Strong programming and analytics skills.
Communication: Excellent verbal and written communication skills.
Quick Learner: Ability to quickly learn and adapt to new technologies and methodologies.

Preferred Skills

Experience with AI/ML lifecycle and related technologies.
Familiarity with other cloud platforms and data engineering tools.",,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-engineer-frontend-india-at-glean-3934909375?position=1&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=2bNELyiPIn3mOh2e%2F2BfxQ%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Senior Build and Release Engineer,Roku,"Bengaluru, Karnataka, India",5 hours ago,https://in.linkedin.com/jobs/view/senior-build-and-release-engineer-at-roku-3878930693?position=2&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=LVNA9rbAneIImno0H%2ByYcg%3D%3D&trk=public_jobs_jserp-result_search-card,"Teamwork makes the stream work.

Roku Is Changing How The World Watches TV

Roku is the #1 TV streaming platform in the US, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About The Team

Our team is on a mission to craft an unparalleled big data platform, one that not only benefits us but also our partners and customers, by harnessing the power of data. We're dedicated to democratising data access, empowering users with self-service reporting and analytics tools, and driving both current and future business and engineering endeavors critical to our success.

About The Role

In our quest to maintain our status as a world-class big data platform, we're dedicated to establishing and upholding coding standards and practices that enhance developer productivity and ensure top-notch code quality. With a diverse technology stack spanning various data processing frameworks, dependency management tools, programming languages, testing frameworks, and CI/CD tools, we're committed to implementing build and release processes that not only support regular weekly deployments but also continually refine and optimize our development and feature delivery cycles.

As a Senior Build & Release Engineer, you'll be an integral part of our Data Engineering Team. Your role will revolve around developing tools and processes aimed at streamlining code maintenance and facilitating continuous integration and delivery (CI/CD) of our Data Engineering stack.

Based in Bangalore, India, this role offers a hybrid working model, with three days in the office.

What You’ll Be Doing

Maintain CI/CD templates/processes that are relevant to Data Engineering team.
Maintain artifacts that are generated through CI/CD in Roku’s central artifactory.
Support and maintain code dependency management framework used within Data Engineering codebase.
Maintain branching & release best practices for ongoing deployments.
Enforce and support test coverage to maintain high quality code.
Develop coding style guides and pre/post commit hooks to enforce coding standards.
Collaborate with infrastructure & platform team to align on underlying dependencies & support any upgrades and migration related tasks

We’re excited if you have

Bachelor's degree in Computer Science or related field required.
Minimum of 3 years of professional experience in Build & Release related activities.
Experience with dependency management frameworks such as Bazel (preferred), Pants, Maven, etc.
Experience with CI/CD tools/frameworks like GitLab Runners, Jenkins, etc.
Proficiency in at least one scripting language like Python, Bash, etc.
Familiarity with Data Engineering tech stack, including Airflow, Spark, Hive, UDF, etc.
Experience in any cloud ecosystem like AWS, GCP, etc., is a plus
Knowledge of Kubernetes, containerization, etc., is a plus.
Knowledge of unit testing frameworks and adherence to style guides.
Familiarity with Unix environments and basic systems understanding.

Benefits

Roku is committed to offering a diverse range of benefits as part of our compensation package to support our employees and their families. Our comprehensive benefits include global access to mental health and financial wellness support and resources. Local benefits include statutory and voluntary benefits which may include healthcare (medical, dental, and vision), life, accident, disability, commuter, and retirement options (401(k)/pension). Our employees can take time off work for vacation and other personal reasons to balance their evolving work and life needs. It's important to note that not every benefit is available in all locations or for every role. For details specific to your location, please consult with your recruiter.

The Roku Culture

Roku is a great place for people who want to work in a fast-paced environment where everyone is focused on the company's success rather than their own. We try to surround ourselves with people who are great at their jobs, who are easy to work with, and who keep their egos in check. We appreciate a sense of humor. We believe a fewer number of very talented folks can do more for less cost than a larger number of less talented teams. We’re independent thinkers with big ideas who act boldly, move fast and accomplish extraordinary things through collaboration and trust. In short, at Roku you'll be part of a company that's changing how the world watches TV.

We have a unique culture that we are proud of. We think of ourselves primarily as problem-solvers, which itself is a two-part idea. We come up with the solution, but the solution isn't real until it is built and delivered to the customer. That penchant for action gives us a pragmatic approach to innovation, one that has served us well since 2002.

To learn more about Roku, our global footprint, and how we've grown, visit https://www.weareroku.com/factsheet.

By providing your information, you acknowledge that you have read our Applicant Privacy Notice and authorize Roku to process your data subject to those terms.",,0
Software Engineer,IT Sector LTD,"Kanpur, Uttar Pradesh, India",1 hour ago,https://in.linkedin.com/jobs/view/software-engineer-at-it-sector-ltd-4007714900?position=3&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=aw7%2BSj0j9Fn8TbNtz4T28A%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

IT Sector LTD in Kanpur provides supply and installation services for ICT equipment and consumables. They offer a one-stop office solution for new businesses with flexible terms. The company specializes in cost-neutral disposal solutions for end-of-life ICT equipment and data security assurance.

Role Description

This is a full-time on-site role for a Software Engineer at IT Sector LTD in Kanpur. The Software Engineer will be responsible for back-end web development, software development, programming, and object-oriented programming (OOP) tasks on a day-to-day basis.

Qualifications

Computer Science and Software Development skills
Back-End Web Development expertise
Proficiency in Programming and OOP
Bachelor's degree in Computer Science or related field
Strong problem-solving and analytical skills
Experience with database management and version control systems",,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-engineer-%E2%80%93-associate-developer-at-beghou-consulting-4009569194?position=4&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=K3OON76dkqxahb%2FdxC7qVg%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
Engineering Farm Engineer,NVIDIA,"Bengaluru, Karnataka, India",7 hours ago,https://in.linkedin.com/jobs/view/engineering-farm-engineer-at-nvidia-3847971848?position=5&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=sko8PoW4e%2Fa3dxTgFwqmDQ%3D%3D&trk=public_jobs_jserp-result_search-card,"For two decades, we have pioneered visual computing, the art and science of computer graphics. With our invention of the GPU - the engine of modern visual computing - the field has expanded to encompass video games, movie production, product design, medical diagnosis, and scientific research. Today, we stand at the beginning of the next era, the AI computing era, ignited by a new computing model, GPU deep learning. This new model - where deep neural networks are trained to recognize patterns from massive amounts of data - has shown to be deeply effective at solving some of the most complex problems in everyday life.

Engineering Farm Engineer is responsible for architecting solutions around our large compute cluster to make it work efficiently and improve the user experience for customers as well as engineers supporting the cluster. Much of our SW engineering work focuses on eliminating manual work through automation, performance tuning, and growing the efficiency of production systems. Practices such as limiting time spent on reactive operational work, blameless postmortems, and proactive identification of potential outages factor into iterative improvement that is key to product quality and interesting and dynamic day-to-day work. We promote self-direction to work on meaningful projects, while we also strive to build an environment that provides the support and mentorship needed to learn and grow.

What You Will Be Doing

Maintain server infrastructure and services once they are live by measuring and monitoring availability, latency, and overall system health.
Scale systems sustainably through mechanisms like automation and evolve systems by pushing for changes that improve reliability and velocity.
Work with different SMEs and help provide quality resolution to the production issues to the customer
Practice sustainable incident response and blameless postmortems.
Understand complex and vast infrastructure and support it during on-call weeks
Independently Architect and design solutions with SW engineering approach using the right and efficient algorithms , implemented with regular SDLC process that includes requirements gathering, SW design, testing, deployment, & release.
S upport large-scale server infrastructure with monitoring, logging, and alerting with promised uptime.
Engage in and improve the whole lifecycle of services—from inception and design through deployment, operation, and refinement.
Support services before they go live through activities such as system design consulting, developing software platforms and frameworks, capacity management, and launch reviews.

What We Need To See

BS degree with 8+ years of experience in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent practical experience.
Experience with SW Design, Algorithms, data structures, and software design.
Experience in one or more of the following: Python, Perl, Go, or Ruby using an Object-oriented approach .
Experience in mentoring junior engineers or leading a team.
Basic understanding of SQL & NoSQL Data platforms, database queries, and data analysis.
Interest in crafting, analyzing, and fixing large-scale distributed systems.
Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive.
Ability to debug and optimize code and automate routine tasks.
Ability to learn quickly and adapt to different platforms as per the needs of the project.

Ways To Stand Out Of The Crowd

Demonstrated experience with architecting and building scalable and maintainable tools following SW best practices
Demonstrated experience with leading a project from inception to completion along with significant independent contribution
Good hands-on experience with schedulers like LSF and SLURM
Good understanding of Linux Administration or done automation around it
Experience in debugging infrastructure or UNIX-related issues

NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.",,0
Decision Scientist,Tesco Bengaluru,"Bengaluru, Karnataka, India",7 hours ago,https://in.linkedin.com/jobs/view/decision-scientist-at-tesco-bengaluru-3932764925?position=6&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=YBShQnl3jkYcpqvtDVb3lw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description

Tesco Bengaluru

We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

At Tesco Business Solutions, we have a mission to simplify, scale & partner to serve our customers, colleagues and suppliers through a best-in-class intelligent Business Services model . We do this by building a world class business services model by executing servicea model framework right at the heart of everything we do for our worldwide customers. The key objective is to implement and execute service model across all our functions and markets consistently. The ethos of business services is to free-up our colleagues from a regular manual operational work. We use cognitive technology to augment our key decision making. We also built a Continuous Improvement (CI) culture across functions to drive bottom-up business efficiencies by optimising processes. Business services colleagues need to act as a business partner with our group stakeholders to build a collaborative partnership driving continuous improvement across markets and functions to lead the best customer experience by serving our shoppers a little better every day.

At Tesco, inclusion means that Everyone's Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues, who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

In this job; i am accountable to:

Follow Tesco's Business Code of Conduct and always act with integrity and due diligence
Apply outstanding analytical problem solving - translating business problems into analytical problems and applying the best combination of math/stats/data techniques to solve the problem in the most effective manner
Collaborate with colleagues to craft; implement and measure analytical solution
Accountable for high quality and timely completion of specified work deliverables
Think beyond asks from market partners and develop solutions that will add value to existing solutions
Write codes that are well detailed; structured; and compute efficient
Contribute to development of knowledge assets and reusable modules on GitHub/Wiki
Ability to generate practical insights that drive a change in our business operations
Identifying improvements and finding solutions by applying CI tools and techniques
Responsible for completing tasks and transactions within agreed metrics
Know and apply fundamental work theories/concepts/processes in own areas of work

Qualifications

Foundational Statistics & Math; Logical Reasoning
Adv Excel; Strong Verbal and Written Communication
Basic SQL; Big Data Infra; Hadoop; Hive; Python
Basic Visualization & story telling skills - Tableau; - Microstrategy; R Shiny
Basic Statistical Concepts - Central Measures of data
Storytelling; Correlation Analysis; Design of Experiments; Hypothesis Testing

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",recruitment_compliance_india@tesco.com,0
Title not found,Company not found,Location not found,Date posted not found,https://in.linkedin.com/jobs/view/software-engineer-intern-at-optimizory-4007721872?position=7&pageNum=15&refId=FO91KgVfs2GpTk8LE%2ByAsg%3D%3D&trackingId=2cnehSOI5IoKb2Z%2FY92Utw%3D%3D&trk=public_jobs_jserp-result_search-card,Job description not found,,0
